VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,TotalSalesQuantity,FreightCost
1128,BROWN-FORMAN CORP,1770,Jack Daniels Tennessee Fire,26.42,1750.0,38.99,10746,283909.32,233847.24,389506.72,18613.13,10128.0,68601.68
4425,MARTIGNETTI COMPANIES,6595,Bogle Merlot,4.48,750.0,6.95,63188,283082.24,109537.96,502198.46,6997.39,62368.0,144929.24
1392,CONSTELLATION BRANDS INC,35472,R M Woodbridge Pnt Grigio,5.88,1500.0,8.99,47207,277577.16,127217.47,469543.36,10501.0,46764.0,79528.99
8004,SAZERAC CO INC,5105,Dr McGillicuddy's Mentholmnt,14.81,1750.0,25.99,18007,266683.67,199774.49,390990.45,31890.83,17355.0,50293.62
8004,SAZERAC CO INC,5153,Fireball Cinn Whisky Trav,10.44,750.0,15.99,25499,266209.56,176397.61,381031.35,20051.86,25465.0,50293.62
3960,DIAGEO NORTH AMERICA INC,4368,Capt Morgan Private Stock,23.91,1750.0,32.99,11035,263846.85,234036.58,379652.86,20425.75,11114.0,257032.07
3960,DIAGEO NORTH AMERICA INC,3488,Tanqueray,15.62,750.0,23.99,16740,261478.8,216983.09,387588.55,13188.29,16745.0,257032.07
3960,DIAGEO NORTH AMERICA INC,8111,Smirnoff 80 Proof,0.77,50.0,0.99,337660,259998.2,21424.59,331589.61,17579.29,334939.0,257032.07
6213,MHW LTD,5921,RumChata Liqueur,14.81,750.0,21.99,17419,257975.39,188150.98,363394.83,13638.27,17317.0,9621.58
1392,CONSTELLATION BRANDS INC,40096,Black Box Cab Svgn,10.52,3000.0,16.99,24452,257235.04,199192.95,443383.47,10913.85,24253.0,79528.99
17035,PERNOD RICARD USA,2756,Jameson Caskmates,22.89,750.0,29.99,11220,256825.8,194946.5,316023.68,8376.85,10632.0,123780.22
9165,ULTRA BEVERAGE COMPANY LLP,15094,Butter Chard,9.08,750.0,14.99,28274,256727.92,107099.35,368418.66,2840.41,25366.0,68054.7
8112,MOET HENNESSY USA INC,8612,Grand Marnier,45.79,1750.0,67.99,5583,255645.57,244095.86,351316.84,10139.19,5516.0,48347.26
9815,WINE GROUP INC,6349,Glen Ellen Chard RSV,4.63,1500.0,6.99,55151,255349.13,101103.36,383345.58,12318.42,54842.0,27100.41
12546,JIM BEAM BRANDS COMPANY,3351,Pinnacle Whipped Vodka,13.27,1750.0,16.99,19227,255142.29,174230.35,314369.78,34401.58,18722.0,123880.97
3664,WILLIAM GRANT & SONS INC,8021,Glenfiddich Special Rsv 12,31.49,750.0,39.99,8081,254470.69,207326.89,305773.24,5497.84,6976.0,30234.42
9165,ULTRA BEVERAGE COMPANY LLP,3788,Patron Silver Tequila,19.99,375.0,27.99,12664,253153.36,198765.83,332234.81,4756.57,12119.0,68054.7
11567,CAMPARI AMERICA,8107,Wild Turkey 101,26.71,1750.0,36.99,9472,252997.12,210310.83,323428.91,16742.88,9109.0,20964.81
8112,MOET HENNESSY USA INC,2692,Glenmorangie 10 Yr Scotch,26.31,750.0,41.99,9588,252260.28,208416.15,334079.63,7356.72,9337.0,48347.26
1128,BROWN-FORMAN CORP,1237,Jack Daniels Single Barrel,33.83,750.0,44.99,7418,250950.94,179485.9,303998.42,5246.55,6658.0,68601.68
480,BACARDI USA INC,3851,Grey Goose Vodka,12.02,375.0,15.99,20841,250508.82,131327.43,303207.3,8002.79,20370.0,89286.27
3664,WILLIAM GRANT & SONS INC,8480,Clan MacGregor,11.19,1750.0,14.99,22379,250421.01,131701.0,329242.0,39505.41,21500.0,30234.42
17035,PERNOD RICARD USA,2645,Chivas Regal,21.89,750.0,31.99,11427,250137.03,188947.77,325119.82,8208.39,10418.0,123780.22
3089,SIDNEY FRANK IMPORTING CO,812,Jagermeister Liqueur,17.03,1000.0,22.99,14663,249710.89,150325.84,313344.21,15202.95,14479.0,8549.55
1392,CONSTELLATION BRANDS INC,40097,Black Box Chard,10.59,3000.0,16.99,23567,249574.53,183298.41,426705.89,10579.95,23511.0,79528.99
9552,M S WALKER INC,40425,Mionetto Prosecco Brut,6.42,750.0,13.99,38456,246887.52,112547.09,451247.84,4149.3,37020.0,55551.82
12546,JIM BEAM BRANDS COMPANY,3696,Gilbeys Vodka,7.6,1750.0,10.49,32485,246886.0,141623.07,341285.93,59081.19,32157.0,123880.97
8112,MOET HENNESSY USA INC,821,Grand Marnier,27.99,1000.0,38.99,8781,245780.19,188002.23,331221.84,9046.8,8616.0,48347.26
12546,JIM BEAM BRANDS COMPANY,2788,Laphroaig 10 Yr Single Malt,31.24,750.0,44.99,7861,245577.64,221250.89,346877.52,6104.98,7748.0,123880.97
1128,BROWN-FORMAN CORP,171,Gentleman Jack,36.76,1750.0,49.99,6664,244968.64,236839.04,338434.1,12113.66,6590.0,68601.68
480,BACARDI USA INC,3436,Bombay Dry Gin,18.79,1750.0,26.99,12950,243330.5,182038.84,312799.06,22225.65,12094.0,89286.27
4425,MARTIGNETTI COMPANIES,39335,Phillips Seven Deadly Znfdl,8.75,750.0,14.99,27503,240651.25,128359.86,362244.09,2906.53,25987.0,144929.24
12546,JIM BEAM BRANDS COMPANY,4678,Courvoisier VS Cognac,16.78,750.0,24.99,14303,240004.34,163977.29,329579.46,11227.39,14254.0,123880.97
4425,MARTIGNETTI COMPANIES,32826,Rombauer Carneros Chard,22.41,750.0,34.99,10641,238464.81,127288.02,348353.42,1147.88,10274.0,144929.24
3960,DIAGEO NORTH AMERICA INC,2748,Johnnie Walker Blue Label,240.59,1750.0,319.99,991,238424.69,225202.97,307040.36,1772.12,964.0,257032.07
1128,BROWN-FORMAN CORP,8526,Chambord Royale de France,20.43,750.0,27.99,11634,237682.62,221828.39,355263.51,9806.76,12449.0,68601.68
8112,MOET HENNESSY USA INC,115,Belvedere Vodka,21.37,1000.0,27.99,11119,237613.03,136171.35,287037.45,10767.75,10255.0,48347.26
3960,DIAGEO NORTH AMERICA INC,4734,Capt Morgan Cannon Blast,11.9,750.0,16.99,19847,236179.3,138684.0,280600.63,14677.03,18637.0,257032.07
1392,CONSTELLATION BRANDS INC,8498,R M Woodbridge Svgn Bl Cal,5.84,1500.0,8.99,40293,235311.12,124011.33,402153.9,8958.21,39910.0,79528.99
3960,DIAGEO NORTH AMERICA INC,4429,Capt Morgan Silver Spicd Rum,17.31,1750.0,22.99,13569,234879.39,174606.04,301339.84,24103.19,13116.0,257032.07
10000,MAJESTIC FINE WINES,24327,La Crema Pnt Nr Sonoma Cst,13.1,750.0,19.99,17856,233913.6,125859.5,323546.96,1754.0,15704.0,17587.59
3664,WILLIAM GRANT & SONS INC,4218,Sailor Jerry Spiced Navy Rum,12.31,750.0,16.99,18993,233803.83,165062.82,286511.17,13062.31,16583.0,30234.42
3664,WILLIAM GRANT & SONS INC,2398,Tullamore Dew,16.4,750.0,20.99,14238,233503.2,174270.02,300055.53,10514.58,13347.0,30234.42
10754,PERFECTA WINES,2531,WhistlePig 10 Yr Old Rye,46.37,750.0,63.99,5011,232360.07,204948.87,288456.98,3233.6,4102.0,28720.52
1128,BROWN-FORMAN CORP,5299,Southern Comfort,15.26,1750.0,21.99,15196,231890.96,136423.8,349220.66,27990.82,15234.0,68601.68
10754,PERFECTA WINES,43223,Ch Beauchene Cotes du Rhone,5.93,750.0,8.99,38980,231151.4,100440.71,365707.74,4262.96,38054.0,28720.52
1392,CONSTELLATION BRANDS INC,3804,Svedka Vodka,7.63,750.0,12.99,30170,230197.1,143881.53,308911.47,23583.08,29953.0,79528.99
1392,CONSTELLATION BRANDS INC,6565,Clos du Bois Cab Svgn N Cst,5.99,750.0,10.99,38180,228698.2,95914.87,352579.31,4231.89,37769.0,79528.99
1392,CONSTELLATION BRANDS INC,29248,Toasted Head Chard,6.53,750.0,9.99,34803,227263.59,101906.47,360783.42,3792.69,33858.0,79528.99
8892,TRINCHERO FAMILY ESTATES,12771,Joel Gott Cab Svgn 815,8.44,750.0,12.99,26874,226816.56,109807.91,339061.28,2839.34,25372.0,11595.97
3960,DIAGEO NORTH AMERICA INC,1380,Bulleit 95 Rye,34.05,1750.0,49.99,6655,226602.75,208791.13,315297.14,11921.34,6486.0,257032.07
9815,WINE GROUP INC,11826,Cupcake Chard,4.72,750.0,6.99,47943,226290.96,84403.3,350764.84,5225.62,46616.0,27100.41
12546,JIM BEAM BRANDS COMPANY,8066,DeKuyper Triple Sec,7.13,1750.0,8.99,31564,225051.32,109083.44,285991.46,57425.27,31254.0,123880.97
9815,WINE GROUP INC,14706,Cupcake Prosecco,4.6,750.0,8.99,48442,222833.2,95398.91,422212.55,5332.48,47545.0,27100.41
8664,"STOLI GROUP,(USA) LLC",3680,Stolichnaya Ohranj,18.93,1750.0,24.99,11728,222011.04,165749.74,297848.51,21591.1,11749.0,18544.49
12546,JIM BEAM BRANDS COMPANY,1278,Jim Beam Black,26.71,1750.0,35.99,8275,221025.25,195511.55,277415.32,14462.48,7868.0,123880.97
7239,REMY COINTREAU USA INC,5124,Cointreau Liqueur,51.53,1750.0,66.99,4269,219981.57,204523.7,279734.5,7629.18,4150.0,16978.67
8004,SAZERAC CO INC,1398,Blantons Sgl Barrel Bourbon,40.59,750.0,56.99,5415,219794.85,164770.9,302732.61,4205.64,5339.0,50293.62
3960,DIAGEO NORTH AMERICA INC,3397,Ciroc Red Berry Vodka,18.24,750.0,24.99,12012,219098.88,136362.61,305545.42,9498.55,12058.0,257032.07
1128,BROWN-FORMAN CORP,3614,Finlandia Vodka,15.99,1750.0,19.99,13694,218967.06,146053.64,287664.12,25337.75,13788.0,68601.68
12546,JIM BEAM BRANDS COMPANY,1358,Knob Creek Bourbon,42.85,1750.0,64.99,5105,218749.25,229111.24,296925.25,8778.35,4775.0,123880.97
12546,JIM BEAM BRANDS COMPANY,4269,Calico Jack Spiced Rum,9.22,1750.0,11.99,23661,218154.42,148820.73,292863.98,43549.61,23702.0,123880.97
3960,DIAGEO NORTH AMERICA INC,2723,J & B Rare,21.42,1750.0,29.99,10153,217477.26,166336.26,289581.94,17103.1,9306.0,257032.07
3252,E & J GALLO WINERY,40545,Whitehaven Svgn Bl Marlboro,9.93,750.0,14.99,21850,216970.5,103565.91,321940.23,2403.61,21477.0,61966.91
9815,WINE GROUP INC,31465,Franzia Tap Chard,10.38,5000.0,15.99,20812,216028.56,181829.67,347563.54,15634.5,20846.0,27100.41
1128,BROWN-FORMAN CORP,2062,Woodford Reserve Bourbon,44.11,1750.0,59.99,4886,215521.46,223516.4,314043.83,9222.25,5017.0,68601.68
7245,PROXIMO SPIRITS INC.,8472,1800 Silver Tequila,14.99,750.0,20.99,14375,215481.25,189127.8,331230.36,11313.6,14364.0,38994.78
1392,CONSTELLATION BRANDS INC,28947,R M Woodbridge Merlot Cal,5.91,1500.0,8.99,36313,214609.83,119032.39,357635.66,7996.23,35634.0,79528.99
8352,LUXCO INC,8626,Ezra Brooks,11.67,1750.0,15.99,18389,214599.63,182883.13,326500.2,33405.66,18180.0,10261.6
480,BACARDI USA INC,5315,B & B Liqueur Dom,19.22,750.0,28.99,11165,214591.3,174993.25,307571.76,9155.84,11624.0,89286.27
12546,JIM BEAM BRANDS COMPANY,273,Sauza Extra Gold Tequila,17.31,1750.0,21.99,12365,214038.15,131726.72,235543.58,19190.54,10442.0,123880.97
3960,DIAGEO NORTH AMERICA INC,567,Ketel One Vodka,20.71,1000.0,28.99,10321,213747.91,134252.69,295871.94,10716.3,10206.0,257032.07
3960,DIAGEO NORTH AMERICA INC,3072,Ciroc Peach Vodka,18.24,750.0,24.99,11614,211839.36,104525.02,283914.35,8874.12,11265.0,257032.07
4425,MARTIGNETTI COMPANIES,13665,Josh Cellars Chard,8.96,750.0,12.99,23640,211814.4,104057.86,312371.37,2592.83,23175.0,144929.24
3252,E & J GALLO WINERY,33149,Alamos Ridge Malbec Mendoza,4.79,750.0,8.99,43995,210736.05,101927.57,382832.11,4894.99,43685.0,61966.91
3960,DIAGEO NORTH AMERICA INC,2287,Johnnie Walker Double Black,29.22,750.0,38.99,7176,209682.72,164737.73,276954.1,5349.8,6790.0,257032.07
4425,MARTIGNETTI COMPANIES,36770,Yellow Tail Cab Svgn Ausl,6.13,1500.0,9.99,34120,209155.6,101508.53,326204.5,7569.74,33726.0,144929.24
8004,SAZERAC CO INC,5891,Ryans Irish Cream,11.84,1750.0,15.99,17651,208987.84,161690.88,291849.48,33539.21,18252.0,50293.62
8004,SAZERAC CO INC,3612,Taaka Vodka,6.81,1750.0,9.99,30304,206370.24,106645.45,284147.5,56313.44,30650.0,50293.62
9819,TREASURY WINE ESTATES,32648,Beringer Classic Wh Znfdl,5.3,1500.0,7.99,38916,206254.8,105214.95,344974.43,8746.09,38957.0,14836.57
3960,DIAGEO NORTH AMERICA INC,3513,Ciroc Snap Frost Vodka,17.98,750.0,24.99,11424,205403.52,129614.09,290943.74,9080.47,11526.0,257032.07
8664,"STOLI GROUP,(USA) LLC",3427,Stolichnaya Blueberi,17.85,1750.0,24.99,11462,204596.7,171474.33,291064.84,21163.47,11516.0,18544.49
4425,MARTIGNETTI COMPANIES,46202,Yellow Tail Pnt Grigio Ausl,6.05,1500.0,9.99,33781,204375.05,97743.69,322375.46,7506.9,33442.0,144929.24
8112,MOET HENNESSY USA INC,8537,Dom Chandon Brut Cuvee,9.39,750.0,13.99,21737,204110.43,91170.86,312343.97,2340.12,20903.0,48347.26
9815,WINE GROUP INC,15393,Cupcake Pnt Grigio,4.51,750.0,6.99,45251,204082.01,90082.77,335460.35,4981.88,44465.0,27100.41
12546,JIM BEAM BRANDS COMPANY,3726,Gilbeys Vodka Traveler,3.78,750.0,4.99,53960,203968.8,90540.51,276249.33,42245.65,53667.0,123880.97
1392,CONSTELLATION BRANDS INC,44208,Black Box Pnt Grigio,10.95,3000.0,16.99,18622,203910.9,161168.69,333084.71,8293.05,18429.0,79528.99
7245,PROXIMO SPIRITS INC.,8473,1800 Silver Tequila,24.44,1750.0,41.99,8333,203658.52,200539.13,306667.95,15080.04,8205.0,38994.78
3252,E & J GALLO WINERY,19848,Carnivor Cab Svgn,5.33,750.0,9.99,38169,203440.77,98377.78,335379.21,3974.3,35495.0,61966.91
8004,SAZERAC CO INC,5101,Dr McGillicuddy's Mentholmnt,10.39,750.0,13.99,19547,203093.33,128510.37,258455.35,14385.03,18265.0,50293.62
8673,STE MICHELLE WINE ESTATES,8838,Ch Ste Michelle Cab Svgn Col,7.71,750.0,12.99,26317,202904.07,120603.89,344457.47,2878.1,25737.0,15919.7
480,BACARDI USA INC,4226,Bacardi Superior Rum Trav,7.68,750.0,13.99,26107,200501.76,156776.33,300152.1,20464.31,25990.0,89286.27
3664,WILLIAM GRANT & SONS INC,2517,Balvenie 14 Yr Caribean Cask,46.42,750.0,68.99,4316,200348.72,216487.3,299856.37,3360.3,4263.0,30234.42
2000,SOUTHERN WINE & SPIRITS NE,26948,Ferrari-Carano Chard,11.53,750.0,18.99,17364,200206.92,91524.68,295359.45,1684.8,15055.0,19016.59
3960,DIAGEO NORTH AMERICA INC,4265,Capt Morgan Spiced Rum,8.26,375.0,10.99,24219,200048.94,145342.75,264221.58,9442.78,24042.0,257032.07
1128,BROWN-FORMAN CORP,8288,Korbel Brut,7.94,750.0,11.99,25153,199714.82,100515.05,317622.81,2777.41,24819.0,68601.68
3960,DIAGEO NORTH AMERICA INC,1003,Crown Royal +2 Reusable Cups,16.66,750.0,25.99,11973,199470.18,62120.98,214036.9,7330.04,9310.0,257032.07
3960,DIAGEO NORTH AMERICA INC,822,Tanqueray,19.99,1000.0,26.99,9976,199420.24,143883.69,267201.0,10395.0,9900.0,257032.07
3960,DIAGEO NORTH AMERICA INC,305,Crown Royal Canadian Whisky,22.21,1000.0,27.99,8946,198690.66,139698.09,247039.74,9267.3,8826.0,257032.07
10000,MAJESTIC FINE WINES,6575,Kendall Jackson RSV Svgn Bl,5.84,750.0,9.99,33825,197538.0,91508.11,314527.77,3552.37,31723.0,17587.59
480,BACARDI USA INC,4223,Bacardi Gold Rum,14.92,1750.0,19.99,13236,197481.12,168313.87,288560.95,24818.01,13505.0,89286.27
1590,DIAGEO CHATEAU ESTATE WINES,32906,Sterling Vintners Cab Svgn C,6.42,750.0,9.95,30724,197248.08,98076.99,329861.74,3455.0,30852.0,7259.75
11567,CAMPARI AMERICA,8258,Campari,21.05,750.0,27.99,9347,196754.35,163505.48,278457.15,7314.69,9285.0,20964.81
8664,"STOLI GROUP,(USA) LLC",3694,Stolichnaya Razberi,13.48,750.0,16.99,14577,196497.96,145786.31,265312.61,11450.12,14539.0,18544.49
11567,CAMPARI AMERICA,3834,Skyy Vodka,10.23,750.0,12.99,19183,196242.09,143069.0,253062.55,15156.72,19245.0,20964.81
3960,DIAGEO NORTH AMERICA INC,4478,Myers Original Dark Rum,13.53,750.0,17.99,14485,195982.05,154624.05,264650.89,11587.62,14711.0,257032.07
8673,STE MICHELLE WINE ESTATES,35464,Stags Leap Artemis Cab Svgn,28.44,750.0,45.99,6878,195610.32,151379.35,306724.45,678.34,6091.0,15919.7
12546,JIM BEAM BRANDS COMPANY,8451,Cruzan Aged Dark Rum,12.59,1750.0,16.99,15519,195384.21,158243.17,269353.28,28432.46,15472.0,123880.97
2000,SOUTHERN WINE & SPIRITS NE,10058,F Coppola Dmd Ivry Cab Svgn,9.26,750.0,13.99,21097,195358.22,113447.03,293349.46,2348.27,21018.0,19016.59
4425,MARTIGNETTI COMPANIES,6983,J Lohr Seven Oaks Cab Svgn,8.27,750.0,11.99,23576,194973.52,131706.89,408147.97,2876.24,25703.0,144929.24
8320,SHAW ROSS INT L IMP LTD,2834,Old Smuggler P E T,12.3,1750.0,15.99,15744,193651.2,133828.01,266925.97,28945.91,15753.0,3151.92
9815,WINE GROUP INC,6725,Franzia Crisp White Tap,8.44,5000.0,14.99,22825,192643.0,154616.67,312013.94,17104.5,22806.0,27100.41
7153,PINE STATE TRADING CO,14393,Ch Montaud Cotes de Prov Rse,6.5,750.0,10.99,29622,192543.0,88746.93,328398.06,3169.08,28294.0,15884.82
4425,MARTIGNETTI COMPANIES,3295,Tito's Handmade Vodka,7.93,375.0,9.99,24207,191961.51,137105.7,262992.16,9421.8,23984.0,144929.24
12546,JIM BEAM BRANDS COMPANY,1396,Old Crow,10.44,1750.0,15.99,18373,191814.12,142786.86,272761.25,33580.2,18275.0,123880.97
3960,DIAGEO NORTH AMERICA INC,5491,Rumpleminze,1.46,50.0,1.99,131272,191657.12,36721.47,258819.4,6816.82,130060.0,257032.07
9815,WINE GROUP INC,11828,Cupcake Svgn Bl,3.97,750.0,6.99,48254,191568.38,85489.97,361343.84,5366.67,47866.0,27100.41
1128,BROWN-FORMAN CORP,1955,Jack Daniels Tennessee Honey,9.62,375.0,12.99,19908,191514.96,128304.5,239666.88,7740.88,19712.0,68601.68
8004,SAZERAC CO INC,3960,Tortilla Gold Tequila Liquer,9.52,1750.0,11.99,20108,191428.16,106833.89,258592.57,37013.12,20143.0,50293.62
12546,JIM BEAM BRANDS COMPANY,4199,Sauza Blanco Tequila,16.92,1750.0,23.99,11313,191415.96,130690.44,208875.83,16938.88,9217.0,123880.97
4425,MARTIGNETTI COMPANIES,35414,Yellow Tail Shiraz Ausl,6.13,1500.0,9.99,31177,191115.01,102776.72,301591.72,6957.13,31008.0,144929.24
1392,CONSTELLATION BRANDS INC,6650,Simi Chard,7.38,750.0,14.99,25851,190780.38,95289.08,341002.63,2927.88,26137.0,79528.99
3960,DIAGEO NORTH AMERICA INC,597,Baileys Irish Cream,21.53,1000.0,27.99,8861,190777.33,134128.08,244828.53,9184.35,8747.0,257032.07
2561,EDRINGTON AMERICAS,2656,Cutty Sark,19.52,1750.0,24.99,9746,190241.92,144569.04,238229.18,17059.01,9282.0,9654.5
7245,PROXIMO SPIRITS INC.,415,Jose Cuervo Especial,13.04,1000.0,20.99,14539,189588.56,139974.0,289524.39,15289.05,14561.0,38994.78
480,BACARDI USA INC,443,St Germain Liqueur,24.45,750.0,33.99,7748,189438.6,171470.85,273863.95,6070.72,7705.0,89286.27
3664,WILLIAM GRANT & SONS INC,2374,Tullamore Dew,31.24,1750.0,39.99,6041,188720.84,147454.06,214992.82,9407.61,5118.0,30234.42
3960,DIAGEO NORTH AMERICA INC,2958,Dalwhinnie 15-Yr Single Mal,40.73,750.0,54.99,4598,187276.54,186518.71,247565.39,3280.23,4161.0,257032.07
660,SAZERAC NORTH AMERICA INC.,4359,Mr Boston Light Rum,7.71,1750.0,13.49,24276,187167.96,99046.77,260198.97,44562.55,24253.0,17932.33
12546,JIM BEAM BRANDS COMPANY,3706,Pinnacle Citrus Vodka,13.07,1750.0,16.99,14304,186953.28,144497.14,233895.04,25536.48,13896.0,123880.97
4425,MARTIGNETTI COMPANIES,36771,Yellow Tail Merlot Ausl,5.97,1500.0,9.99,31192,186216.24,101533.08,303929.88,6990.93,31154.0,144929.24
9815,WINE GROUP INC,27351,Almaden Chard Cal B/B,10.38,5000.0,17.99,17916,185968.08,164743.67,299322.23,13482.75,17977.0,27100.41
3960,DIAGEO NORTH AMERICA INC,2244,Crown Royal Vanilla,17.9,750.0,23.99,10379,185784.1,85513.21,176577.85,5996.56,7615.0,257032.07
9165,ULTRA BEVERAGE COMPANY LLP,41213,A to Z Pnt Nr Ore,12.07,750.0,19.99,15385,185696.95,90674.87,224192.78,1516.1,13578.0,68054.7
12546,JIM BEAM BRANDS COMPANY,1476,Jim Beam Traveler,16.05,1750.0,21.99,11569,185682.45,91723.62,342245.56,27640.28,15044.0,123880.97
3960,DIAGEO NORTH AMERICA INC,381,Baileys Irish Cream w/4 Glss,14.5,750.0,21.99,12796,185542.0,51471.25,241001.44,9492.7,12056.0,257032.07
3960,DIAGEO NORTH AMERICA INC,1892,Yukon Jack,0.72,50.0,0.99,254824,183473.28,20741.49,250837.29,13295.86,253371.0,257032.07
9165,ULTRA BEVERAGE COMPANY LLP,3658,Patron Anejo Tequila,41.9,750.0,58.99,4345,182055.5,177530.78,237481.54,3190.32,4046.0,68054.7
8004,SAZERAC CO INC,5661,Dr McGillicuddy's Root Beer,10.31,750.0,13.99,17654,182012.74,123683.12,240509.2,13608.5,17280.0,50293.62
17035,PERNOD RICARD USA,8143,Perrier Jouet Grand Brut,23.02,750.0,40.49,7892,181673.84,116541.87,238310.5,714.47,6414.0,123780.22
480,BACARDI USA INC,4267,Bacardi Limon Rum,15.62,1750.0,19.99,11630,181660.6,152710.44,240837.57,20295.09,11043.0,89286.27
17035,PERNOD RICARD USA,3724,Absolut Citron,12.31,750.0,16.99,14749,181560.19,155483.15,260229.81,11593.08,14719.0,123780.22
480,BACARDI USA INC,7345,M & R Asti,6.75,750.0,13.99,26883,181460.25,88993.47,290794.5,2948.44,26350.0,89286.27
8004,SAZERAC CO INC,2973,Eagle Rare Single Barrel Bo,19.85,750.0,29.99,9090,180436.5,157402.01,257336.98,7091.94,9002.0,50293.62
2000,SOUTHERN WINE & SPIRITS NE,28147,Kris Pnt Grigio Alto Adige,7.14,750.0,10.99,25240,180213.6,91461.41,308789.51,3129.23,27949.0,19016.59
3252,E & J GALLO WINERY,27461,Ecco Domani Pnt Grigio Venez,6.12,750.0,8.99,29316,179413.92,77634.79,270058.6,3286.16,29340.0,61966.91
480,BACARDI USA INC,903,Bombay Sapphire Gin,18.79,1000.0,24.99,9534,179143.86,132815.32,251306.35,9938.25,9465.0,89286.27
7245,PROXIMO SPIRITS INC.,4174,Kraken Black Spiced Rum,21.59,1750.0,29.99,8290,178981.1,167079.96,230394.17,14489.63,7883.0,38994.78
7245,PROXIMO SPIRITS INC.,5765,Jose Cuervo Lime Margarita,10.36,1750.0,13.99,17257,178782.52,131401.75,251755.31,31547.52,17169.0,38994.78
1392,CONSTELLATION BRANDS INC,10723,R M Woodbridge Chard,6.2,1500.0,8.99,28709,177995.8,95926.42,283128.36,6320.26,28164.0,79528.99
3960,DIAGEO NORTH AMERICA INC,2721,Johnnie Walker Green Label,47.61,750.0,59.99,3736,177870.96,120885.06,192003.28,2499.49,3172.0,257032.07
3252,E & J GALLO WINERY,46379,Ghost Pine Cab Svgn LMartini,9.39,750.0,16.99,18883,177311.37,120808.86,303925.04,2099.1,18796.0,61966.91
17035,PERNOD RICARD USA,5356,Kahlua,7.14,375.0,9.99,24707,176407.98,129979.89,245074.68,9635.58,24532.0,123780.22
8004,SAZERAC CO INC,5111,Dr McGillicuddy's Mentholmnt,0.72,50.0,0.99,244654,176150.88,20941.47,239543.37,12692.41,241963.0,50293.62
9165,ULTRA BEVERAGE COMPANY LLP,3733,Patron Silver Tequila,83.96,1750.0,109.99,2095,175896.2,179194.08,230059.53,3763.15,2047.0,68054.7
12546,JIM BEAM BRANDS COMPANY,5096,DeKuyper Peachtree Schnapps,7.99,750.0,9.99,21940,175300.6,117145.29,229682.86,17256.01,21914.0,123880.97
7245,PROXIMO SPIRITS INC.,3787,Jose Cuervo Especial Silver,11.8,750.0,16.99,14846,175182.8,144531.12,248461.23,11797.33,14977.0,38994.78
4425,MARTIGNETTI COMPANIES,27735,Bogle Cab Svgn Cal,6.53,750.0,9.99,26689,174279.17,89956.21,258987.15,2832.71,25329.0,144929.24
3252,E & J GALLO WINERY,38899,L Martini Cab Svgn Sonoma,7.28,750.0,12.99,23903,174013.84,96739.35,288466.55,2465.79,22045.0,61966.91
3960,DIAGEO NORTH AMERICA INC,3214,Ciroc Mango Vodka,19.99,750.0,24.99,8702,173952.98,29588.16,164084.34,5170.69,6566.0,257032.07
3664,WILLIAM GRANT & SONS INC,3534,Milagro Silver Tequila,18.17,750.0,23.99,9571,173905.07,157791.71,244901.14,7394.78,9386.0,30234.42
3960,DIAGEO NORTH AMERICA INC,3859,Smirnoff 80 Proof,6.81,375.0,8.99,25325,172463.25,128341.24,230764.31,10082.11,25669.0,257032.07
1392,CONSTELLATION BRANDS INC,43809,R M Woodbridge Pnt Nr,5.84,1500.0,8.99,29380,171579.2,106258.13,289571.31,6497.67,28969.0,79528.99
3960,DIAGEO NORTH AMERICA INC,3800,Don Julio Anejo Tequila,42.85,750.0,53.99,3997,171271.45,151993.47,196544.39,2807.6,3561.0,257032.07
11567,CAMPARI AMERICA,8462,Frangelico Hazelnut Liqueur,15.82,750.0,24.99,10822,171204.04,158696.16,247420.17,8495.63,10783.0,20964.81
3252,E & J GALLO WINERY,44038,Barefoot Pnt Grigio Cal,5.86,1500.0,8.79,29195,171082.7,110346.21,290136.68,6185.63,27580.0,61966.91
3252,E & J GALLO WINERY,31487,Barefoot Bubbly Brut Cve,5.29,750.0,7.99,32180,170232.2,69034.91,257728.91,3632.49,32413.0,61966.91
